formula,target
Ba0.00308779 B0.39689186 Mo0.00039869 O0.59962166,1
Zn0.10124454 B0.25893605 P0.04290594 O0.59691347,0
Ca0.0768566 Al0.29504562 Si0.03622425 O0.59187353,0
Ba0.04880681 Li0.3255887 V0.05782919 O0.14457299 F0.42320232,0
Ca0.0853392 B0.33172864 O0.58293216,1
Ba0.01576638 Ti0.00280633 B0.3840193 O0.59740799,0
Be0.19935062 Cd0.11983054 Ge0.12054589 O0.56027295,0
K0.02834338 Be0.36640733 Si0.07489009 O0.5303592,1
Ca0.25340434 Nb0.0285382 P0.11237361 O0.60568385,1
Cd0.02452533 B0.09047108 P0.20707762 O0.67792598,1
Si0.23419847 P0.08497274 O0.68082879,0
K0.07222366 Si0.29722151 O0.63055484,1
Nb0.08749877 Si0.15483597 Pb0.1146232 O0.64304206,0
Ba0.07835568 Ge0.28109622 O0.64054811,1
K0.30043074 Si0.18311796 O0.5164513,0
Ca0.11981993 Al0.11116948 Ge0.16081214 O0.60819844,1
Ba0.02127048 Ga0.04103116 Ge0.25735464 O0.51470928 F0.16563444,1
Sc0.01892805 Si0.29480598 Pb0.03413097 O0.652135,0
Sr0.12219147 Ti0.01726254 Si0.23460981 O0.62593618,0
Ba0.05066551 Si0.12929101 P0.1459417 O0.67410178,0
Be0.17276549 Tl0.02426193 B0.24723045 O0.55574213,1
Ge0.12254501 P0.1806757 O0.69677928,0
Ca0.03058146 La0.08740766 B0.28812717 O0.59388371,0
Ba0.08025182 Ti0.17165336 B0.12981451 O0.61828031,0
Fe0.00047313 B0.3792845 Pb0.02530296 O0.59493941,1
Cd0.12133365 Ge0.25244423 O0.62622212,1
Cs0.0157951 Al0.020544 Si0.30831578 O0.65534512,1
Zn0.10866157 B0.29042357 Pb0.02830897 O0.57260589,1
Sr0.012521 Cd0.03129337 B0.3649485 O0.59123712,0
Mg0.32097499 Si0.00504631 P0.0979746 O0.5760041,0
Ca0.21278602 Ti0.01494067 P0.15131599 O0.62095733,1
Zn0.12101112 Cd0.08225119 Si0.19782513 O0.59891256,1
Sr0.08677803 La0.02153692 B0.30904066 O0.58264439,1
Ba0.24829424 Zn0.0900027 Bi0.12936245 O0.53234061,0
Ba0.04237469 La0.01121215 Si0.29574009 O0.65067308,1
V0.13429174 Ni0.21206814 P0.03024075 O0.62339937,0
Bi0.01827788 B0.36638279 Pb0.01917417 O0.59616517,1
La0.04237893 Zr0.01431784 Ge0.28369972 O0.65960351,1
La0.09042244 Th0.02049375 B0.28498506 O0.60409875,0
Li0.40587912 Zr0.00757875 B0.14737803 O0.4391641,1
Zr0.06519623 Bi0.07618519 B0.24557933 O0.61303925,1
K0.04812796 Li0.2689083 B0.20977824 O0.4731855,0
V0.26730736 P0.01840692 O0.71428571,0
Na0.13609053 Zn0.18995217 P0.11884568 O0.55511163,0
Ge0.2299238 Pb0.15511429 O0.6149619,0
K0.07916077 Si0.20355481 B0.10823776 O0.60904665,1
Sr0.14385858 Li0.43344589 Ge0.02070467 O0.40199086,0
Na0.19079705 B0.28552177 O0.52368118,1
Ca0.24643331 Al0.15516766 Si0.03973808 O0.55866095,1
Ba0.02004276 Si0.24390134 B0.09128418 O0.64477172,0
Ca0.03774302 Ti0.08683334 P0.18971827 O0.68570537,0
V0.13673615 Ge0.00044013 P0.14860088 O0.71422284,1
Ca0.22285939 Al0.12698884 Si0.07893637 O0.5712154,1
Al0.1479146 B0.22269986 Pb0.03673192 O0.59265362,0
Li0.44159663 Mo0.03571185 P0.05564504 O0.46704648,1
La0.07042492 B0.32957508 O0.6,0
Tl0.04054613 Zn0.00106848 B0.37481754 O0.58356785,1
Ca0.17575892 Al0.0390489 B0.22034396 O0.56484822,0
Mn0.24694565 Sn0.07631126 P0.10099605 O0.57574704,0
Co0.07895795 B0.06270368 P0.18452741 O0.67381096,1
Ba0.10715976 Bi0.14104605 B0.17322614 O0.57856805,0
Li0.51835847 Nb0.00948615 Al0.07570432 O0.39645107,0
Al0.05425348 Si0.21920605 B0.08269927 O0.64384121,0
Ba0.04578289 Na0.16257035 P0.16257035 W0.01244989 O0.52506073 F0.09156578,1
Li0.17617802 Al0.02581591 B0.26847728 O0.52952879,1
Ti0.08223238 Si0.21157681 Pb0.05928621 O0.6469046,0
Ca0.01116124 Sn0.17382439 P0.18000821 O0.63500616,0
Na0.06734593 Fe0.02613862 Si0.27787819 O0.62863727,0
Ba0.02661937 Ge0.31558709 O0.65779354,0
Ba0.31003402 Al0.12511224 Bi0.02686055 O0.5379932,0
Cd0.34323007 Ge0.10451328 O0.55225664,0
Ba0.04932478 Li0.29146237 Mo0.06727523 O0.20182568 F0.39011194,0
Nd0.04587346 Al0.02448171 Si0.27470402 O0.6549408,1
Li0.22160822 P0.08816757 W0.08975029 O0.60047392,0
Ag0.26756928 Mo0.02029463 P0.13465918 I0.09232084 O0.48515606,1
Ba0.00035969 Ge0.06992209 B0.31580574 O0.61391248,1
K0.01225205 B0.3756 Mo0.01065548 O0.60149247,1
Tl0.05802906 Ga0.15176046 Si0.17785176 O0.61235873,1
Cd0.04984441 B0.36012448 O0.59003112,1
Ca0.13505441 B0.29195647 O0.57298912,0
Ti0.03400141 B0.31355632 Pb0.05705249 O0.59538978,1
Rb0.3325196 Ge0.16707353 O0.50040687,1
Na0.14492001 La0.03996328 Ge0.22757059 O0.58754611,0
Na0.06157611 Si0.30254528 O0.63587861,1
Ba0.03092198 Si0.07890839 P0.20040882 O0.68976081,1
Li0.38244497 Sn0.0106043 B0.06752066 P0.06752066 O0.47190941,1
Cd0.13370378 Pb0.22411486 Cl0.56872542 O0.07345593,1
Na0.19346429 Be0.2469853 B0.08633319 O0.47321722,0
K0.02194421 Bi0.03114166 B0.35569182 O0.59122232,0
Na0.10645873 Cu0.14472551 Sb0.1990526 I0.25118424 O0.29857891,0
Ba0.07366817 V0.21638369 Cu0.06354716 O0.64640098,1
Ba0.03886632 La0.03185295 Ge0.28087833 O0.6484024,1
Ca0.07857743 Ta0.00092046 Ge0.2798745 O0.6406276,0
Na0.07659352 Bi0.08919592 P0.15481557 Pb0.06013271 O0.61926228,0
Cd0.43515758 Bi0.05187394 O0.51296848,1
Na0.04346458 Be0.16822066 B0.23934472 O0.54897004,0
La0.02512291 B0.36043036 Pb0.01805841 O0.59638832,0
Bi0.01802282 B0.38197718 O0.6,1
Sn0.06246602 P0.23595429 Cl0.09845593 O0.60312377,1
Al0.09818002 Bi0.06334011 Pb0.29809984 O0.54038003,0
Na0.23493204 Ga0.21571157 B0.04332921 O0.50602718,0
Bi0.04472852 B0.30441896 Pb0.06356565 O0.58728687,1
Li0.36082149 Ge0.15292259 O0.48625592,0
K0.30366524 Ti0.03718512 P0.12369908 O0.53545056,0
Ba0.01078432 Ta0.01917202 B0.36453171 O0.60551194,0
Li0.05677168 Mo0.19075427 P0.04337868 O0.70909537,0
Li0.30930497 Mg0.05748794 B0.16842666 O0.46478042,1
Na0.31207802 Zn0.04229199 B0.1789196 O0.46671039,0
La0.02409757 Nb0.05907388 Ga0.293199 O0.62362955,0
Bi0.01170107 P0.21824379 Pb0.10344704 O0.66660811,1
La0.11617144 B0.28382856 O0.6,0
Ca0.290833 Ti0.01570823 P0.1060598 O0.58739897,0
La0.04865849 Zr0.0157667 Ge0.27701789 O0.65855692,0
Nb0.03078321 Cd0.19667825 Si0.16630075 O0.60623779,0
Na0.00135012 Al0.00054713 B0.3986428 O0.59945995,1
Sr0.09376446 Sn0.00604383 B0.31773584 O0.58245587,0
Ca0.31145606 Ga0.04243176 Si0.09033617 O0.55577602,0
La0.22923578 Ga0.17076422 O0.6,0
Tl0.12759067 Ge0.269538 O0.60287133,0
La0.0076796 Bi0.04843305 B0.34388736 O0.6,1
Zn0.08369111 B0.30111328 Pb0.03991729 O0.57527832,1
Rb0.08126755 Si0.23960285 Pb0.07964507 O0.59948454,1
Mg0.05017095 Al0.19832139 Si0.13461821 O0.61688945,0
La0.02156313 Ge0.29462681 Pb0.03110588 O0.65270419,0
K0.07633102 Na0.11821807 B0.28327055 O0.52218037,0
Na0.09062869 Zr0.01044118 B0.33309337 O0.56583676,1
K0.43525951 Ti0.08427683 Ga0.0377121 O0.44275156,0
Th0.09367846 Mg0.26162231 Si0.06524 O0.57945923,0
Ag0.3353442 Mo0.10240603 I0.17471914 O0.38753063,0
Ca0.06204298 Al0.09347592 Si0.21407474 O0.63040635,1
La0.07123828 Ge0.0728809 B0.24130465 O0.61457618,0
Ba0.09138925 Ti0.07655961 B0.23501707 O0.59703407,1
Ca0.17278082 Mg0.0359036 Ge0.19421038 O0.59710519,1
Ba0.04400987 B0.36479211 O0.59119803,1
Ba0.07408835 La0.01731606 B0.32341326 O0.58518233,1
K0.42349367 V0.10001622 B0.00588109 O0.47060902,0
Ca0.28535332 Fe0.15356923 Bi0.01814811 O0.54292934,1
Fe0.01841482 Si0.29180357 Pb0.03927612 O0.65050549,1
Zr0.02636624 Ge0.18385831 Pb0.18466318 O0.60511227,0
Ca0.17397932 P0.18481244 W0.00129946 O0.63990878,0
Li0.28921917 Fe0.1821054 Bi0.0443631 O0.48431233,1
Na0.31484854 Si0.16525612 W0.00798971 O0.51190563,0
Ti0.09030883 Zn0.08985875 P0.15695886 O0.66287356,1
Th0.06174581 Zr0.19663221 Si0.07495532 O0.66666667,0
Cd0.11976203 Ge0.25349198 O0.62674599,1
V0.20412154 P0.0166947 W0.05678579 O0.72239797,0
Li0.42661605 Ta0.00404314 B0.13836997 O0.43097084,0
Ba0.07067049 Nb0.04658821 Si0.23186676 O0.65087454,1
Li0.32221583 Be0.10817996 B0.12012653 O0.44947768,0
Ba0.05587038 Ti0.06907682 Si0.22700959 O0.64804321,1
Na0.26946145 Ca0.09480583 Ge0.13539872 O0.500334,1
Ba0.13775839 Ta0.00552343 Ge0.23505041 O0.62166778,0
Ag0.06223987 Mo0.04990247 P0.20200866 O0.685849,1
Mg0.15948358 B0.27241314 O0.56810328,0
Cu0.14021153 B0.27502811 Pb0.01600333 O0.56875703,0
Ba0.23464683 Ti0.04429785 Ga0.15912511 O0.5619302,0
Li0.25051241 B0.24969256 O0.49979504,1
Si0.17228174 B0.17842111 Pb0.018551 O0.63074615,0
Zr0.08375263 Al0.08739457 W0.13256392 O0.69628888,1
K0.0080333 Li0.47590911 P0.0783104 O0.43774719,0
V0.23624958 Hg0.08656323 O0.67718719,0
Ca0.16986424 V0.07650757 B0.15699802 O0.59663018,1
La0.05740651 P0.24470964 O0.69788385,0
Li0.09037672 Mg0.03145117 B0.32061303 O0.55755908,1
Li0.24593532 Mn0.05129057 P0.15100454 O0.55176957,1
Al0.08538193 Zn0.04010175 Si0.23544723 O0.6390691,0
Li0.52469268 V0.03791784 P0.02292816 O0.41446133,0
Na0.25112455 Be0.12304059 B0.1508928 O0.47494206,1
Sn0.11737027 B0.08469157 P0.12461722 O0.67332094,0
Tl0.03349545 Si0.27543128 Pb0.06173149 O0.62934178,1
Mn0.15800325 Si0.22799784 O0.61399892,1
Ba0.12911497 Mo0.00024214 P0.21165757 O0.65898532,1
Mg0.16092054 Zn0.01960466 B0.25557984 O0.56389496,1
Nd0.00180484 Al0.00198538 Si0.33017482 O0.66603496,1
Cs0.11985573 Tl0.04547441 Ge0.25066826 O0.5840016,0
Na0.22967825 Al0.09942204 Sb0.16277101 O0.5081287,0
Co0.1705342 B0.03670938 P0.16204519 O0.63071123,0
V0.00990996 Bi0.02648878 B0.35963727 O0.60396398,1
Sr0.11270175 Ti0.0989468 P0.13650174 O0.65184971,0
Zn0.07424432 Bi0.03727685 W0.1895798 O0.69889902,1
Zn0.21146625 Ge0.19235584 O0.59617792,1
Nb0.01274189 Ge0.30819681 Bi0.01232519 O0.66673612,0
Mn0.09859795 Al0.18003991 Si0.11756811 O0.60379403,0
Ga0.18354729 Bi0.12203137 Pb0.11802667 O0.57639467,0
Mg0.14426934 Sn0.09881865 P0.14680686 O0.61010514,1
La0.0974467 Ta0.00169338 B0.30018256 O0.60067735,0
Li0.03972626 B0.37511637 W0.00065492 O0.58450245,0
La0.03675981 Ge0.30270016 O0.66054003,0
Mn0.00593646 Cd0.049341 B0.35577804 O0.58894451,0
Ba0.03453097 B0.37237523 O0.59309381,1
Na0.16389343 Sc0.02117246 Si0.2337429 O0.58119121,1
Zn0.07193459 Bi0.00879746 B0.33365486 O0.58561308,0
Li0.23172193 Ti0.03251161 P0.15853779 O0.57722867,0
Al0.01619115 Si0.24978098 B0.08407168 O0.6499562,1
Na0.14243821 Th0.0052595 B0.30822568 O0.54407661,0
Th0.05023505 Zr0.05726205 Si0.22583623 O0.66666667,0
Cu0.01958281 B0.32951641 Pb0.06852168 O0.5823791,1
Li0.10125208 Cd0.003184 B0.33670155 O0.55886237,1
V0.02579912 Bi0.0263043 B0.33757693 O0.61031965,1
Sr0.12036787 Al0.10897579 Si0.16227493 O0.60838141,1
Zn0.1889594 Bi0.02294982 B0.22588265 O0.56220812,0
Na0.45000096 B0.12999943 O0.41999962,0
K0.16174717 Ti0.16795173 Ge0.08450802 O0.58579308,0
Na0.37464589 Cd0.00821944 Si0.14053076 O0.47660391,0
Be0.02245393 P0.11982643 W0.13392491 O0.72379473,0
Sr0.11289024 Si0.25807317 O0.62903659,0
Ba0.08826506 Ga0.14556337 Si0.15318715 O0.61298442,1
Sr0.0967618 Si0.26882547 O0.63441273,1
Sr0.03054746 Mg0.14847557 Al0.13629642 B0.06109492 O0.32663448 F0.29695115,0
Na0.09559253 P0.24406138 Pb0.00119819 O0.6591479,0
Ca0.14201322 Al0.07327872 Si0.17759226 O0.60711581,1
Sm0.01030075 Al0.08010546 Si0.25799483 O0.65159897,1
K0.04536661 P0.2652321 Pb0.00181886 O0.68758242,0
Al0.1189336 Si0.1345512 P0.08543212 O0.66108309,0
Sr0.07718085 Al0.06372924 Si0.22877173 O0.63031818,1
Y0.01565503 Al0.13494346 B0.24940151 O0.6,0
Li0.19940743 Be0.1642138 B0.1489845 O0.48739427,1
Sr0.13548029 Al0.04392357 Si0.20641016 O0.61418597,1
K0.10775231 B0.3094696 Pb0.03234876 O0.55042932,1
Na0.32748113 Mg0.06808756 Ge0.12420106 O0.48023025,0
K0.00082167 Bi0.12491139 B0.27459561 O0.59967133,0
Ti0.08447277 B0.21534252 Pb0.1041127 O0.59607201,0
Ag0.05357317 B0.36425552 I0.01800291 O0.56416841,1
Ba0.15420743 P0.17912591 O0.53737772 F0.12928895,0
K0.10172477 In0.03243729 Ge0.25543987 O0.61039807,0
Ba0.01512559 Mo0.209946 P0.03713281 O0.73779561,1
Li0.33934405 Nb0.03178989 Si0.12657311 O0.50229296,0
Mg0.28654334 Al0.02205839 B0.14870694 O0.54269133,0
Li0.17989076 Ce0.00541344 Si0.23797451 O0.57672129,0
Ba0.04668814 Zn0.01957644 Si0.28915695 O0.64457847,1
Ba0.0886405 Si0.27423966 O0.63711983,0
Li0.01005002 Bi0.18260715 B0.21136284 O0.59597999,0
Cs0.34157958 Ta0.13632617 Ga0.00419561 O0.51789864,0
Mg0.12486844 Al0.07897504 Si0.18427517 O0.61188135,1
Zn0.26682358 Sn0.05374948 P0.10252968 O0.57689726,0
Na0.42967275 B0.14219635 O0.4281309,1
K0.1081621 Ti0.13835433 Si0.14089795 O0.61258561,0
K0.05365422 P0.10915143 W0.13437217 O0.70282219,1
Y0.08656562 Al0.08656562 Zn0.06293002 Si0.14710395 O0.61683479,1
Mg0.1690756 Be0.09018712 B0.19258982 O0.54814745,1
K0.13234608 Be0.02769044 B0.29844 O0.54152348,0
Ba0.04122731 Ge0.30571143 Bi0.00016444 O0.65289683,1
Sr0.02302384 Be0.33207926 B0.11591752 O0.52897938,0
Ba0.10250379 In0.0313892 B0.28660778 O0.57949924,0
Si0.07567748 B0.30918703 O0.6151355,1
La0.0316803 B0.3683197 O0.6,0
Li0.46639083 Ta0.0063076 Si0.09277905 O0.43452252,1
Li0.06569953 Bi0.02883173 B0.33174855 O0.57372019,1
Ge0.3117265 Pb0.031409 Cl0.00400498 O0.65285952,1
Na0.09845227 Al0.01994864 P0.22927143 O0.65232766,1
Li0.47213369 As0.04357816 P0.05224401 O0.43204413,0
Ge0.00852004 B0.37597163 Pb0.0172554 O0.59825293,1
Li0.53019471 P0.00459427 W0.047157 O0.41805402,0
Li0.22786278 Mg0.09298285 B0.18889606 O0.49025832,0
Ca0.08681759 Th0.01836126 B0.30851242 O0.58630873,0
Na0.08578081 Bi0.01539205 B0.33313947 O0.56568768,1
Li0.09152212 Si0.04717564 B0.28847596 O0.57282628,1
Mg0.06291273 Cd0.03385119 B0.32258886 O0.58064722,0
Sr0.12936806 Nb0.03089464 Si0.21104421 O0.62869309,1
La0.02878815 Ti0.25445341 Nb0.0470484 O0.66971004,0
Li0.08115789 Be0.09221695 B0.2775317 O0.54909345,0
Ni0.01946529 B0.38442777 O0.59610694,1
Ag0.09213817 B0.09200655 P0.18050754 O0.63534774,1
K0.00096871 B0.37659684 Mo0.01426371 O0.60817074,1
Gd0.01531858 Al0.14486745 B0.23981396 O0.6,1
Al0.07485086 B0.22602427 Pb0.12390609 O0.57521878,1
Sm0.01854365 Al0.13212755 Si0.207774 O0.6415548,1
Na0.18574497 Bi0.0074936 B0.28105941 O0.52570201,0
Li0.48662962 Ti0.02482774 P0.05587781 O0.43266483,1
Ba0.02315043 Ga0.02018632 B0.36129334 O0.59536991,1
Co0.08303655 P0.22640246 O0.69056098,1
Co0.07449813 B0.03207309 P0.22023458 O0.67319421,1
Zn0.15616619 Si0.22922254 O0.61461127,1
Be0.23797338 Bi0.02642045 B0.18320085 O0.55240532,1
Hf0.00781526 Cd0.11036893 Ge0.25193879 O0.62987702,1
Sr0.04404133 Al0.08996491 Si0.22900169 O0.63699207,0
Sn0.15956035 P0.16565454 Cl0.20217681 O0.4726083,1
Zr0.01617612 Zn0.19911893 Si0.18441126 O0.60029369,0
P0.23449501 Pb0.05975582 Br0.00054416 Cl0.11896748 O0.58623752,1
Na0.42677297 Zn0.01278284 B0.13370994 O0.42673424,0
Si0.21000525 Pb0.14985992 I0.14052884 O0.499606,1
Li0.32472742 Bi0.0378017 B0.16736185 O0.47010903,1
La0.03341286 Al0.07333184 B0.29325531 O0.6,1
Sn0.01241427 Ge0.27485269 Bi0.05527965 O0.65745339,1
La0.03792988 B0.26413358 W0.06121033 O0.6367262,0
Na0.1230927 Ge0.22750441 W0.03321193 O0.61619096,0
Na0.14200339 Al0.03230813 B0.25408916 O0.42959593 F0.14200339,1
Ca0.08599176 Fe0.13782925 Si0.18411933 O0.59205966,0
K0.13609716 In0.00708369 B0.31125802 O0.54556114,1
Na0.30921626 P0.13692742 W0.01423241 O0.53962391,1
Li0.26330579 Ti0.02446224 B0.21266184 O0.49957013,0
Ti0.07326497 B0.26249144 Pb0.06198825 O0.60225534,0
Na0.23040721 Nb0.05349453 Ge0.15571945 O0.56037882,1
K0.08487976 Ti0.1198203 B0.20528778 O0.59001216,0
Na0.23571595 B0.23388932 W0.0154257 O0.51496904,0
Cu0.18233796 Bi0.06331619 Pb0.2385168 O0.51582905,0
Ba0.07267654 La0.03462917 B0.27815899 O0.46918223 F0.14535308,1
Mn0.17946696 Al0.04974319 Si0.17223604 O0.59855381,1
Ti0.11519599 P0.14570949 Pb0.07221442 O0.66688011,1
Si0.30522084 Bi0.033735 O0.66104417,0
Ge0.22049589 Bi0.03139416 Pb0.13001346 O0.61809649,1
Ca0.23708646 Si0.17527569 O0.58763785,1
Ba0.11764426 Ga0.07621314 Ge0.19139287 O0.61474972,1
La0.0501386 Ti0.15078143 Ge0.14076974 O0.65831023,1
Na0.29416352 V0.12599637 P0.03364784 O0.54619228,1
Tb0.01765189 Al0.09950453 Si0.23423199 O0.64861159,1
Mn0.139944 V0.08858084 B0.16403162 O0.60744353,1
Cd0.11871606 In0.00018645 B0.30484071 O0.57625679,0
Cd0.09627044 Pb0.2900427 Cl0.45474743 O0.15893943,1
Ba0.14945324 Sr0.00081855 Ge0.02431417 B0.25027815 O0.5734988 F0.00163709,0
Zn0.06663448 Bi0.00644529 B0.34024712 O0.5866731,0
Ba0.0230444 Ge0.3179704 O0.6589852,1
Li0.22948299 Nb0.04474284 Ge0.16639186 O0.55938231,1
Ba0.09329792 Cr0.04192339 P0.20245591 O0.66232278,1
Co0.17346913 P0.10262654 W0.07346721 O0.65043712,0
Ba0.04325356 Mg0.21939415 B0.18988184 O0.54747046,1
Na0.12193307 Be0.11908316 B0.23157363 O0.52741014,1
Na0.28705653 Ti0.01398769 P0.15070061 O0.54825517,0
Sr0.0473887 B0.36171842 Br0.00185311 O0.58903977,1
Ba0.0068199 Ga0.02254671 Si0.30999781 O0.66063558,1
Ca0.12354618 Ga0.02488716 Si0.23022992 O0.62133675,1
Zn0.16621723 Si0.22252185 O0.61126092,1
Ba0.0305195 Ti0.02531147 B0.34521064 O0.59895839,1
Cd0.15029553 Ga0.02574034 Ge0.21168603 O0.6122781,0
Sr0.11662646 Be0.07572015 B0.24612271 O0.56153068,0
Na0.37497903 Si0.14220707 Pb0.00545512 O0.47735878,1
Mg0.16749913 Ga0.06135249 B0.2046482 O0.56650017,1
Na0.1967366 B0.27627624 P0.00405843 O0.52292873,0
Zn0.14425733 B0.25302481 Pb0.03946166 O0.5632562,1
Na0.23719891 Ga0.06584286 Ge0.15986483 O0.5370934,1
Ba0.08609035 La0.00046229 P0.21139423 O0.52848557 F0.17356757,1
Na0.26352485 Zr0.04117773 Ge0.16039317 O0.53490424,0
Zn0.05186905 Ge0.29875397 O0.64937698,1
Na0.2253542 Zr0.01438013 B0.24753132 O0.51273434,0
Li0.48856078 B0.02955407 P0.05522104 O0.42666411,1
Cd0.20585076 Ge0.13458116 Bi0.07382199 O0.58574608,1
La0.14608318 Ga0.25391682 O0.6,1
Cu0.17172508 P0.17603319 Pb0.02021683 O0.63202489,0
Na0.33288451 Al0.05135004 Ge0.12409938 O0.49166607,1
La0.02707863 Cu0.07980185 B0.30907989 O0.58403963,0
Zn0.05946461 Ge0.20923553 Pb0.12668209 O0.60461777,1
Ta0.00726267 Bi0.04800102 B0.34183124 O0.60290507,0
Al0.04904698 B0.34156405 Pb0.01173621 O0.59765276,1
Ge0.32793888 Pb0.00809169 O0.66396944,1
Ca0.06216593 B0.25086159 P0.07100405 O0.61596843,0
Zn0.16955652 B0.26435479 O0.5660887,1
Cd0.10494461 Si0.23153902 Bi0.03819749 O0.62531888,0
Mn0.02850557 B0.05808981 P0.22793267 O0.68547195,0
Mg0.1651426 Al0.09947341 Ge0.14034375 O0.59504023,0
Rb0.26649033 Zn0.00225389 Ge0.19858558 O0.53267021,0
Cu0.1688395 P0.18923457 O0.64192593,1
Ba0.16603516 Al0.01608361 P0.17934876 O0.63853247,0
Cs0.1649396 Ta0.10420692 Al0.15514655 O0.57570693,0
Cd0.06651904 Si0.00103016 B0.34554857 O0.58690222,1
K0.33084839 Si0.16790914 O0.50124247,1
Ni0.23261289 B0.21390969 O0.55347742,0
Li0.5244888 Ta0.00591111 P0.05502226 O0.41457783,1
Na0.15112783 Mn0.01401819 B0.29810875 O0.53674523,1
La0.06555741 Ti0.20057901 Nb0.06696269 O0.66690088,1
Pr0.00447636 Al0.06585172 Si0.27422923 O0.65544269,1
Ga0.11068328 Si0.19681939 Bi0.05313346 O0.63936388,0
Al0.2469777 Cd0.13295381 Pb0.05832407 O0.56174442,1
Na0.22930883 Ti0.08897625 B0.1556432 O0.52607172,0
Na0.05537367 Si0.22638933 Pb0.11888576 O0.59935125,0
Ca0.02997324 Zn0.09782641 B0.29776028 O0.57444007,1
Th0.04250594 Al0.25078379 Si0.0818409 O0.62486937,0
Si0.23517943 Pb0.14723086 O0.61758971,1
La0.02971251 B0.37028749 O0.6,1
Mg0.19943771 Al0.019709 Si0.1839507 O0.5969026,0
Li0.1814104 B0.29115376 O0.52743584,1
Li0.11365102 Mg0.02696322 B0.31023881 O0.54914695,1
K0.11012792 B0.28476104 Pb0.06145275 O0.54365828,0
K0.03580691 Na0.18527025 Mn0.00067831 P0.18527025 O0.55581075 F0.03716353,1
Ca0.08148394 Sb0.0161495 P0.22761668 O0.67474988,1
Li0.54066635 Al0.06379496 B0.01180523 O0.38373346,1
Li0.55584786 Bi0.06649129 O0.37766086,1
Sr0.11050018 Al0.15950999 Si0.12674155 O0.60324827,1
Mg0.11120479 Ti0.16134405 P0.08387379 O0.64357737,0
Al0.05801088 Bi0.12733625 Pb0.26831609 O0.54633678,1
La0.02716373 Ti0.08595798 B0.2696867 O0.6171916,1
Ba0.08255584 Ti0.10394779 P0.14944142 O0.66405496,1
Al0.09744668 Zn0.04746338 Si0.22048551 O0.63460443,0
Na0.1456102 Cu0.0564435 P0.19105648 O0.60688981,1
Nd0.06082412 Si0.28264656 O0.65652931,0
Sr0.15607377 Si0.22928416 O0.61464208,1
Li0.24126322 P0.17377955 W0.00746918 O0.57748804,1
Ba0.02556795 Zn0.1326014 Si0.2278871 O0.61394355,1
Mg0.18931418 Ge0.05841184 B0.17845444 O0.57381953,1
Zn0.06193099 B0.19417371 Pb0.19535187 O0.54854343,0
La0.04989847 Al0.16147131 Si0.15719185 O0.63143837,0
Ba0.02266678 Ti0.02901047 Si0.28921168 O0.65911107,0
Ba0.09485686 Mg0.16441583 Ge0.07862277 B0.03246819 O0.30080468 F0.32883166,1
Si0.07375227 Mo0.0307865 P0.18731348 O0.70814775,0
Co0.11632174 B0.15649714 P0.10746105 O0.61972007,1
Li0.49859582 B0.07481841 P0.01858864 O0.40799713,1
Zn0.28887942 B0.16889646 O0.54222412,0
Mo0.08222513 P0.12440829 Pb0.11783522 O0.67553135,0
Cs0.16807347 Tl0.00773575 Si0.24542872 O0.57876205,1
Li0.52948472 Ca0.08572097 Bi0.0137324 O0.37106192,1
Ga0.08255347 B0.23354801 Pb0.10487316 O0.57902537,1
Al0.08673604 Ge0.1664217 Pb0.07689537 O0.40973878 F0.26020811,1
K0.05891754 Na0.13187281 B0.28552579 O0.52368386,1
Ti0.05995905 B0.26803133 Pb0.07502226 O0.59698736,1
Ca0.04371352 Al0.0501212 Si0.26242332 O0.64374196,1
Al0.04958244 P0.14206359 Pb0.12515983 O0.42619076 F0.25700338,0
Mn0.22111625 Sn0.04713561 P0.13242751 O0.59932063,0
Li0.17025437 Ga0.05534237 Si0.2020875 O0.57231575,1
La0.02790033 Bi0.02080911 B0.35129056 O0.6,0
Ca0.12417141 V0.20944824 Sb0.00743534 O0.65894502,1
Sr0.08595121 Mo0.12189657 P0.09728895 O0.69486328,0
Sr0.00753935 Si0.07907408 B0.29907962 O0.61430695,1
Ca0.1529252 Fe0.02191445 B0.25574538 O0.56941496,1
Ba0.01428383 Al0.04295921 P0.24686694 O0.69589001,1
Cd0.14209356 Si0.23860429 O0.61930215,1
Sn0.03321828 B0.29620609 Pb0.07991497 O0.59066066,0
Ca0.22690814 Ti0.01743529 Si0.16462595 O0.59103062,1
K0.0131695 Be0.40918025 Si0.05396175 O0.5236885,0
Cd0.05170062 Ge0.13399975 B0.19783981 O0.61645982,1
Sr0.04872093 Bi0.03722349 B0.32379977 O0.59025581,1
Ba0.123759 Cu0.35134206 Bi0.01991915 O0.50497979,1
K0.11664643 V0.23572296 O0.64763061,0
Nb0.02843007 Ge0.28887906 Pb0.01692879 O0.66576208,0
Sr0.13955908 Sb0.07440888 P0.15281704 O0.633215,0
K0.46315589 Bi0.12210646 O0.41473764,0
Ti0.08362123 B0.26161984 Pb0.04754336 O0.60721557,1
Ti0.01331292 Tl0.06019738 B0.34790607 O0.57858363,0
Ho0.02484015 Al0.11610986 Si0.21587499 O0.643175,1
Co0.06927659 B0.11930043 P0.16091307 O0.65050991,1
Li0.51064863 Ca0.05552025 Nb0.03513902 O0.39869211,0
