formula,target
K0.09933333 Na0.036 Si0.26566667 O0.599,0
Na0.19602135 Ti0.00849102 B0.27219796 O0.52328967,0
Na0.05757307 Mn0.05934455 Zn0.17803366 P0.05757307 O0.17271922 F0.47475642,0
Na0.02669903 Zn0.19538835 B0.04530744 P0.1302589 O0.60234628,0
Na0.05688241 Zn0.05414768 B0.27201459 P0.03609845 O0.58085688,0
Na0.34736842 Ti0.05730994 B0.12280702 O0.47251462,0
Na0.10282954 Zn0.03519669 Si0.25845411 O0.60351967,0
Na0.00930473 Mn0.09433962 B0.31894546 O0.57741018,0
Na0.26133333 Ge0.20266667 O0.536,0
Na0.00808625 Cd0.01078167 Ge0.32210243 O0.65902965,0
Na0.11678345 Sn0.03103103 Ge0.24391058 O0.60827494,0
Na0.38266667 Tl0.00066667 Si0.14166667 O0.475,1
Na0.08254398 Ti0.00473613 P0.24627876 O0.66644114,0
Na0.19135172 Fe0.02145046 Si0.22335717 O0.56384065,1
Na0.08320413 Mg0.07002584 B0.29405685 O0.55271318,1
Na0.10666667 U0.16733333 Si0.11266667 O0.61333333,1
Na0.08648414 Al0.04302477 Sb0.30508475 O0.56540635,0
Na0.16216216 W0.18918919 O0.64864865,1
Ba0.08011583 Na0.19433719 Y0.03201416 As0.0971686 O0.34009009 F0.25627413,1
Ba0.04061816 Na0.21936543 Y0.04130197 As0.10968271 O0.3838895 F0.20514223,1
Ba0.02329491 Na0.24111431 Y0.03662344 As0.12055716 O0.42195005 F0.15646013,1
Na0.25 Ga0.174 B0.076 O0.5,0
Na0.07317073 Sb0.34146341 Cl0.07317073 O0.51219512,1
Ca0.09415721 V0.23160992 Sb0.00042034 O0.67381253,0
Na0.03268124 Mg0.03935558 B0.34890679 O0.57905639,0
Na0.04788214 Ca0.08918706 B0.29992107 O0.56300973,1
Na0.27877238 Bi0.20613811 B0.02659847 O0.48849105,0
Na0.1627907 Fe0.2344186 B0.06790698 O0.53488372,1
Na0.03050289 Al0.09934048 Sb0.28235779 O0.58779885,0
Na0.12454479 Ca0.09249818 Ge0.20939548 O0.57356154,0
Na0.30769231 As0.15384615 O0.53846154,0
Na0.07672752 Mg0.02588398 B0.3332563 O0.56413219,1
Na0.19721116 As0.20119522 O0.60159363,1
Na0.11589404 Ti0.0333491 B0.29044465 O0.5603122,1
Na0.08506944 Al0.00086806 B0.34809028 O0.56597222,0
Na0.1934361 B0.20437593 Mo0.0497265 O0.55246146,0
Ba0.07757513 Na0.05291549 B0.3061906 O0.56331878,1
Na0.18877794 Ga0.28435568 B0.00237756 O0.52448883,0
Na0.07426486 Al0.12234385 Sb0.23309723 O0.57029405,0
Na0.12068966 B0.3049569 O0.4612069 F0.11314655,0
Na0.11965812 Si0.25641026 Ni0.02564103 O0.5982906,0
Na0.13584734 Ga0.13630168 B0.18218991 O0.54566106,1
Ba0.08802817 Na0.05985915 Mn0.14553991 P0.05985915 O0.17957746 F0.46713615,1
Na0.07805088 Al0.07675722 Sb0.27641225 O0.56877965,0
Na0.2199341 V0.19028007 B0.00164745 O0.58813839,1
Na0.04123282 Al0.10037484 Sb0.27488546 O0.58350687,0
Na0.0985681 Ti0.06793207 Ge0.21611722 O0.61738262,1
K0.22674419 Ga0.03100775 Ge0.19412145 O0.54812661,1
Na0.26533333 Si0.20066667 O0.534,1
Na0.13333333 W0.2 O0.66666667,1
Ca0.11229947 Al0.31016043 O0.57754011,0
Na0.10526316 Sb0.31578947 I0.10526316 O0.47368421,1
Cd0.1206959 Ga0.03334542 Ge0.22508155 O0.62087713,1
Li0.22501612 Ga0.03288201 Ge0.1934236 O0.54867827,0
Cd0.06453252 Ge0.03836382 Bi0.3023374 O0.59476626,0
K0.53466667 Ti0.066 O0.39933333,0
Sr0.14614499 Ga0.05293441 Bi0.2301496 O0.570771,0
Cd0.102 Ge0.18033333 Bi0.102 O0.61566667,1
Ba0.1571875 Na0.03125 Mn0.1240625 P0.03125 O0.09375 F0.5625,1
Sr0.10353866 Ga0.10432503 Bi0.21284404 O0.57929227,1
Rb0.06072739 Ti0.08341675 Ge0.21955289 O0.63630297,0
K0.15754754 Ta0.18742724 Ga0.04307334 O0.61195188,0
Ca0.16860658 Ti0.07848354 Ga0.17093449 O0.58197539,0
K0.30060606 Ga0.09090909 Ge0.10727273 O0.50121212,1
Ge0.2311828 Pb0.15284178 O0.61443932 F0.0015361,1
Cs0.00648766 V0.22995134 Ge0.06181294 O0.70174806,0
V0.28571429 O0.71428571,0
Na0.0950764 Be0.01867572 Si0.27334465 O0.61290323,0
Ge0.16694421 Pb0.24937552 O0.58284763 F0.00083264,1
K0.18929151 Ga0.18875068 Ge0.08139535 O0.54056247,1
K0.066 Ti0.30033333 O0.63366667,0
K0.42202318 Ta0.10484721 O0.47312961,0
K0.14723204 Ga0.11660777 Ge0.16254417 O0.57361602,1
Ca0.01587302 Fe0.06349206 Ge0.26984127 O0.65079365,1
K0.15765885 Ta0.10493013 Ge0.13208542 O0.6053256,1
K0.16017316 Ga0.18831169 Ge0.09632035 O0.55519481,1
Zn0.1778563 Ge0.21476247 O0.60738123,1
K0.134 Ti0.26633333 O0.59966667,0
Sr0.18596352 Cu0.14155432 Bi0.13798573 O0.53449643,1
Sr0.13961407 Ga0.00056754 Bi0.2877412 O0.57207719,1
Rb0.00333667 Ti0.0667334 Ge0.2649316 O0.66499833,0
Ca0.1641791 Fe0.26865672 O0.56716418,0
V0.24877127 Ni0.06465028 O0.68657845,0
Fe0.0465642 Bi0.31871609 Pb0.04339964 O0.59132007,1
K0.16604088 Ta0.1230705 Ga0.12807676 O0.58281185,1
Ca0.13297695 Cu0.0905446 Bi0.22118276 O0.55529569,1
Ca0.03125 Fe0.09375 Ge0.234375 O0.640625,1
Ba0.27900147 Ta0.00146843 Ga0.17474302 O0.54478708,0
K0.0507023 Mg0.02774923 Ge0.2894827 O0.63206578,0
K0.40533333 Ge0.13066667 O0.464,0
Ti0.15384615 Ge0.07692308 Pb0.15384615 O0.61538462,0
Ba0.10155642 Sr0.06575875 Ge0.22178988 O0.61089494,0
Li0.06382979 Al0.03288201 Ge0.27401676 O0.62927144,1
Ge0.21875 Bi0.10829208 Pb0.0365099 O0.63644802,1
K0.28903226 Ga0.03225806 Ge0.16193548 O0.51677419,1
Ge0.279375 Bi0.06375 Pb0.00125 O0.655625,1
Li0.06198347 Ga0.11452184 Ge0.20690673 O0.61658796,1
K0.07653846 Ta0.115 Ga0.19307692 O0.61538462,0
Rb0.16733333 Ti0.11333333 Ge0.13633333 O0.583,0
Al0.04446241 Ge0.12489895 Pb0.25707357 O0.57356508,1
Cd0.04058273 Ge0.08949011 Bi0.26014568 O0.60978148,0
Cu0.11801242 Sb0.1863354 Pb0.09937888 I0.11801242 Cl0.19875776 O0.27950311,0
Sc0.03340122 Ge0.13523422 Pb0.25539715 O0.57596741,0
Mg0.08489857 Ge0.2486852 Pb0.04207363 O0.6243426,0
Mg0.0744856 Ge0.17695473 Pb0.1600823 O0.58847737,0
Ca0.06930693 V0.21782178 Sb0.03960396 O0.67326733,0
Sr0.0005729 Cu0.14351189 Bi0.28473217 O0.57118304,0
Ba0.23259762 Ga0.2139219 O0.55348048,0
Ge0.30248528 Bi0.03400916 O0.64846305 F0.01504251,0
Cd0.17618553 Ge0.10107304 Bi0.13776393 O0.5849775,1
Ge0.19793412 Bi0.00055835 Sb0.16192071 O0.63958682,1
K0.07022222 V0.16666667 Ge0.10377778 O0.65933333,0
Li0.2195122 Ga0.0619137 Ge0.17198249 O0.54659162,0
Li0.03423773 Ga0.03100775 Ge0.29037468 O0.64437984,1
Li0.06206897 Ga0.05956113 Ge0.25266458 O0.62570533,1
K0.1185587 Ta0.14994188 Ga0.11894614 O0.61255327,0
Ba0.09930377 Sn0.00036643 Ge0.26676438 O0.63356541,1
K0.19327731 Ga0.03038138 Ge0.21137686 O0.56496445,1
K0.28115216 Ga0.06073889 Ge0.14214152 O0.51596744,1
Na0.10810811 Al0.13513514 P0.14285714 O0.61389961,0
Li0.20664928 V0.01108214 Ge0.21707953 O0.56518905,0
Na0.10802052 Zn0.08074534 Bi0.27059141 O0.54064272,0
Ca0.05074971 Fe0.2828143 Bi0.07658593 O0.58985006,1
Sb0.28571429 Pb0.0952381 Cl0.19047619 O0.42857143,1
Ge0.08036785 Bi0.07996801 Pb0.2794882 O0.56017593,1
Ga0.12420382 Bi0.0111465 Pb0.3308121 O0.53383758,0
Ba0.05323949 Na0.14726584 Y0.09041689 As0.07363292 O0.25771521 F0.37772965,1
Sr0.19342604 Ga0.05752212 Bi0.18773704 O0.56131479,0
Ca0.14346956 Ga0.17090597 Bi0.11431838 O0.57130609,1
Ba0.29226146 Ti0.00075131 Al0.16528926 O0.54169797,1
V0.26086957 Pb0.04347826 O0.69565217,0
V0.2 Pb0.15 O0.65,0
K0.04333333 Ti0.08766667 Ge0.224 O0.645,0
Na0.0878187 Cu0.0509915 Sb0.28895184 I0.1388102 O0.43342776,1
Rb0.02866667 Ti0.033 Ge0.286 O0.65233333,1
Sr0.14905933 Ga0.16960926 Bi0.11114327 O0.57018813,0
V0.2277718 Ni0.10139935 O0.67082885,0
Ge0.13146552 As0.00431034 Pb0.29741379 O0.56681034,0
Li0.07259407 Ti0.07392607 Ge0.22311022 O0.63036963,0
Ti0.05 Ge0.28333333 O0.66666667,1
Ba0.18787361 Cu0.19043553 Bi0.09735269 O0.52433817,1
Mg0.05633803 Tl0.11267606 Ge0.23943662 O0.5915493,1
Na0.04978188 Be0.07775212 B0.30792918 O0.56453682,0
Ge0.1682243 Bi0.02990654 Sb0.1682243 O0.63364486,1
Cr0.11069974 Ag0.29766753 I0.22139948 O0.37023325,0
V0.21109799 Pb0.13057851 O0.65832349,0
Na0.145676 Zn0.02411693 Bi0.29330085 O0.53690621,0
Ge0.18119891 Sb0.18256131 O0.63623978,1
Na0.04918033 Sr0.02459016 Si0.29234973 O0.63387978,1
Na0.39710983 Mg0.01647399 B0.14855491 O0.43786127,0
Na0.05779392 V0.23216645 B0.04029062 O0.66974901,1
Na0.21006776 B0.27395934 O0.51597289,1
Na0.13951841 Be0.06232295 Si0.2220255 O0.57613314,0
Na0.25458181 Zn0.00066644 Ge0.20559813 O0.53915362,1
V0.18171896 Ni0.18199181 O0.63628922,0
Na0.28794241 Mg0.07108578 B0.17036593 O0.47060588,1
V0.23140148 Pb0.09504742 O0.67355111,1
V0.24031936 Pb0.07944112 O0.68023952,1
Na0.25 Fe0.05 B0.2 O0.5,0
Sb0.21052632 Pb0.15789474 Cl0.31578947 O0.31578947,1
Na0.07366297 Zn0.06256307 Bi0.30575177 O0.5580222,1
Sr0.16635232 Al0.16371181 Zn0.12900792 O0.54092795,1
Na0.15593456 Sr0.04420466 Si0.22589628 O0.5739645,1
Na0.029559 Ca0.05411204 B0.33897497 O0.57735399,1
V0.15320528 Sn0.15459384 O0.69220088,0
Ca0.06866097 Ta0.10655271 Ge0.16324786 O0.66153846,0
Sr0.39606127 Ga0.08140044 Bi0.00175055 O0.52078775,0
Li0.12394908 Be0.02570262 B0.30506846 O0.54527985,1
Na0.04166667 Bi0.21 B0.165 O0.58333333,1
Na0.08695652 Fe0.08695652 B0.26086957 O0.56521739,1
Na0.02603664 Ca0.05978785 B0.33654773 O0.57762777,1
La0.09280303 Zn0.03977273 Ge0.22948232 O0.63794192,0
Na0.05033238 Sb0.33333333 Pb0.04558405 O0.57075024,1
Na0.17525412 Sr0.05257624 Si0.21065545 O0.5615142,1
Na0.16036381 Li0.03638104 B0.28195309 O0.52130206,0
Na0.13747136 Si0.04540721 P0.18787753 O0.62924391,0
Ge0.08467202 Bi0.16398929 Pb0.16800535 O0.58333333,1
Ga0.17647059 Ge0.14705882 Pb0.05882353 O0.61764706,0
Na0.04519646 B0.36384283 O0.54576425 F0.04519646,1
Na0.098 Zr0.09266667 Si0.19166667 O0.61766667,0
Na0.11331445 Cu0.02549575 Sb0.28895184 I0.1388102 O0.43342776,1
Na0.1627907 Fe0.04651163 B0.25581395 O0.53488372,1
Ga0.18181818 Ge0.12121212 Pb0.09090909 O0.60606061,0
Na0.02365591 V0.12759857 B0.20716846 O0.64157706,1
Na0.16445183 La0.16943522 Si0.10991141 O0.55620155,0
Na0.00040016 Al0.00280112 B0.39695878 O0.59983994,1
Na0.17457306 Ge0.15294118 Pb0.13965844 O0.53282732,0
Ba0.02189781 Na0.07888827 Zn0.17995508 P0.07888827 O0.2366648 F0.40370578,0
Na0.10169492 Cd0.01694915 Si0.27118644 O0.61016949,1
Zn0.19230769 B0.15384615 Pb0.11538462 O0.53846154,0
Sm0.0408 Al0.1192 B0.24 O0.6,1
Na0.04738071 Zr0.05872539 Si0.25091758 O0.64297631,0
Na0.05882353 Si0.23529412 P0.05882353 O0.64705882,0
Na0.08648414 B0.34810952 O0.56540635,1
Na0.33620226 Li0.00860678 B0.19311458 O0.46207639,0
Na0.21230228 Zn0.05448155 Si0.19086116 O0.54235501,1
Ba0.13207547 Na0.02490566 Ge0.23283019 O0.61018868,0
Na0.11662238 Li0.11898435 Mn0.0596398 P0.11662238 O0.34986714 F0.23826395,1
Na0.09526101 Zn0.03584316 Bi0.31416887 O0.55472697,1
Na0.02882767 V0.22805894 B0.06342088 O0.6796925,1
Ba0.04370978 Na0.15620146 P0.15620146 W0.02196583 O0.53450189 F0.08741957,1
Ba0.10209663 Na0.0437557 Zn0.15831054 P0.0437557 O0.13126709 F0.52081434,0
K0.03603604 Na0.20353687 Si0.21354688 O0.54688021,1
Ba0.02272727 Na0.15909091 Mn0.04545455 P0.15909091 O0.47727273 F0.13636364,1
Ba0.04567144 Na0.13678709 P0.13678709 W0.04476255 O0.54464894 F0.09134288,1
Ba0.03819692 Na0.08920522 Fe0.10984579 P0.08920522 O0.26761566 F0.4059312,0
Na0.05498458 Sb0.3057554 Pb0.07656732 O0.5626927,1
Na0.18821293 Al0.13925856 B0.14781369 O0.52471483,1
Na0.08695652 Al0.04347826 B0.30434783 O0.56521739,1
Na0.14224446 Zn0.07219442 Si0.21408149 O0.57147963,1
Na0.24018913 V0.05815603 B0.17446809 O0.52718676,1
La0.07481297 Mg0.34995844 Mo0.02826268 O0.54696592,1
Zn0.07895745 Ge0.23342277 Pb0.07090839 O0.61671138,0
Ba0.12587413 Ti0.03962704 Ga0.25174825 O0.58275058,0
Na0.06306306 P0.25868726 O0.67824968,1
Na0.10708491 Sb0.27041644 Pb0.08166577 O0.54083288,1
La0.0762134 Mg0.32129964 Mo0.04171681 O0.56077016,1
Zr0.02476038 Zn0.19808307 Ge0.17651757 O0.60063898,1
Tl0.00078864 Zn0.1829653 Ge0.21096215 O0.60528391,1
Tl0.00070822 Cd0.06232295 Ge0.29143059 O0.64553824,0
Ga0.15483585 Bi0.21606034 Pb0.03637977 O0.59272405,0
Tl0.29008176 Cd0.06754355 Ge0.14326342 O0.49911127,0
Tl0.21292217 Cd0.10132159 Ge0.15932452 O0.52643172,0
Ba0.02351024 Na0.09217877 B0.32588454 O0.55842644,1
V0.21176471 Pb0.12941176 O0.65882353,0
V0.04429006 Bi0.13026487 Mo0.12983066 O0.69561442,1
La0.07364975 Mg0.33756137 Mo0.03518822 O0.55360065,1
Sr0.15319477 Ca0.00153965 Ge0.23017706 O0.61508853,0
Ge0.16943522 Pb0.24584718 O0.58471761,0
V0.08126137 Bi0.13907419 Mo0.09197493 O0.68768951,1
Fe0.09123922 Bi0.2728098 Pb0.04493872 O0.59101226,0
Ge0.11606457 Bi0.07686395 Pb0.22982321 O0.57724827,1
K0.21006776 Bi0.27395934 O0.51597289,0
Tl0.28187919 Cd0.06075592 Ge0.15188979 O0.5054751,1
Ba0.05633803 Ge0.29577465 O0.64788732,0
Ba0.11316568 Ti0.25480769 Ga0.00369822 O0.6283284,0
Na0.2693662 V0.16901408 B0.00176056 O0.55985915,0
Li0.13039429 La0.06768084 Ge0.21173549 O0.59018938,1
Ba0.00033311 Li0.16322452 Ge0.251499 O0.58494337,0
La0.0801295 Mg0.32942129 Mo0.03520842 O0.55524079,1
Zn0.24558734 Sb0.05660377 Mo0.03043214 Cl0.49117468 O0.17620207,0
K0.34942033 Bi0.1903478 O0.46023187,0
Zr0.06015625 Al0.0390625 W0.18046875 O0.7203125,1
Li0.06533333 Ti0.3 Ge0.00066667 O0.634,0
K0.30133333 Li0.06933333 Ge0.148 O0.48133333,0
Na0.24404762 V0.01062925 P0.1704932 O0.57482993,0
Ca0.11546453 Ga0.22499258 Ge0.06886316 O0.59067973,1
Rb0.18557476 Zn0.12584523 Ge0.15664914 O0.53193088,0
Ba0.0810093 Ti0.04249668 Ga0.28419655 O0.59229748,0
Sc0.03377386 Cd0.13509545 Ge0.21512482 O0.61600587,1
La0.05825243 Mg0.3236246 Mo0.05177994 O0.56634304,1
Ta0.04857513 Cd0.06768135 Ge0.23154145 O0.65220207,0
Ba0.20247295 Ti0.16228748 Ga0.04327666 O0.59196291,0
K0.24750499 Bi0.25149701 O0.500998,0
Rb0.03 Ti0.06733333 Ge0.251 O0.65166667,1
Cd0.17233294 Ge0.2184447 O0.60922235,1
Cd0.11940299 Ge0.25373134 O0.62686567,0
La0.0015163 Cd0.1398787 Ge0.23881729 O0.61978772,1
La0.02988506 Cd0.17816092 Ge0.18965517 O0.60229885,1
Ba0.15916698 Ti0.1918929 Ga0.04239494 O0.60654518,0
Zr0.02994228 Ge0.248557 Pb0.08225108 O0.63924964,0
Rb0.36248331 Zn0.00133511 Ge0.1512016 O0.48497997,0
La0.11877513 Cd0.04670585 Ge0.20321683 O0.6313022,0
Be0.03056027 Cd0.24278438 Ge0.15110357 O0.57555178,0
Sr0.22181146 Al0.17375231 Zn0.06099815 O0.54343808,1
Tl0.2654392 Ga0.06674338 Pb0.21749137 O0.45032605,0
Tl0.01398601 Ga0.11353353 Pb0.34759358 O0.52488688,0
La0.07099143 Mg0.33374133 Mo0.03875969 O0.55650755,1
La0.07960607 Mg0.34058268 Mo0.02995486 O0.54985638,1
Fe0.18012281 Bi0.1833068 Pb0.04571299 O0.5908574,0
Tl0.22011984 Ga0.17281615 Pb0.11888994 O0.48817408,0
Ge0.09945184 Bi0.07830854 Pb0.25293657 O0.56930305,1
Sr0.22869629 Al0.18062637 Zn0.04552076 O0.54515659,1
La0.05825243 Mg0.3236246 Mo0.05177994 O0.56634304,1
Sb0.33333333 Mo0.04166667 O0.625,0
Ca0.01538462 Fe0.09230769 Ge0.24615385 O0.64615385,1
Ba0.17704817 Ti0.00153421 Al0.25652041 O0.56489721,1
Ba0.16244411 Ti0.00149031 Al0.26825633 O0.56780924,1
La0.06147705 Mg0.31377246 Mo0.05469062 O0.57005988,1
La0.07544141 Mg0.32142857 Mo0.04213483 O0.56099518,1
Al0.11452184 Tl0.04663518 Ge0.21458087 O0.6242621,0
Ba0.12555066 Bi0.29955947 O0.57488987,0
Ba0.32856575 Ti0.0003973 Al0.13667064 O0.53436631,1
La0.06435644 Mg0.34117162 Mo0.03919142 O0.55528053,1
K0.25612903 Ga0.03225806 Ge0.1783871 O0.53322581,1
La0.06215139 Mg0.31314741 Mo0.05458167 O0.57011952,1
Tl0.20798065 Ga0.03482467 Bi0.24038694 O0.51680774,0
Ba0.28063431 Al0.02594906 Zn0.18692936 O0.50648727,0
Ti0.08366667 Ge0.24966667 O0.66666667,0
La0.08389932 Mg0.32001598 Mo0.03755493 O0.55852976,1
Ba0.14698239 Ti0.00144383 Al0.28068149 O0.57089229,1
La0.06612903 Mg0.32298387 Mo0.04717742 O0.56370968,1
La0.04229607 Mg0.37375917 Mo0.03668537 O0.54725939,1
Ca0.19379228 Ge0.20413848 O0.60206924,0
Cr0.09984985 Ag0.32507508 I0.22597598 O0.3490991,1
La0.06101128 Mg0.35102382 Mo0.03635604 O0.55160886,1
Ga0.23529412 Ge0.05882353 Pb0.11764706 O0.58823529,0
Li0.202 Ti0.04933333 Ge0.183 O0.56566667,0
Ca0.02580755 V0.22286789 Sb0.06733892 O0.68398564,0
Ca0.00833066 V0.22396668 Sb0.07978212 O0.68792054,1
K0.12154031 Ta0.11873245 Ga0.16085038 O0.59887686,1
Ga0.21241727 Bi0.03403719 Pb0.19193193 O0.56161361,0
Sr0.08072225 Ti0.04275093 Ga0.28412108 O0.59240574,0
Ba0.23991655 Ti0.00938804 Ga0.19680111 O0.5538943,0
La0.05752397 Mg0.34806169 Mo0.04001667 O0.55439767,1
Ba0.09288703 V0.23263598 O0.67447699,0
Sr0.20117955 Ti0.01736566 Ga0.21821756 O0.56323722,0
Zr0.05522581 Al0.04593548 W0.17987097 O0.71896774,1
La0.044953 Mg0.32856559 Mo0.05762158 O0.56885983,1
Ba0.03019744 Sr0.1300813 Ge0.22648084 O0.61324042,0
K0.336 Ti0.10333333 Ge0.062 O0.49866667,0
La0.11857087 Mg0.31409501 Mo0.0188457 O0.54848842,1
Zr0.06223739 Al0.02573529 W0.18723739 O0.72478992,1
Na0.19486532 V0.14267677 B0.08333333 O0.57912458,1
Ga0.21621622 Ge0.13513514 Pb0.02702703 O0.62162162,0
K0.13523132 Ga0.23741739 Ge0.06786985 O0.55948144,1
Ba0.07107734 V0.20026822 Cu0.10460438 O0.62405007,1
Cu0.02259887 Sb0.17514124 Pb0.17231638 I0.36723164 O0.26271186,1
Rb0.24841825 Tl0.1038961 Ge0.15717616 O0.49050949,0
Na0.07257525 V0.23645485 B0.02541806 O0.66555184,1
Ca0.24875208 Ti0.16680532 Ga0.00083195 O0.58361065,0
Ti0.04347826 Ge0.08695652 Pb0.30434783 O0.56521739,0
Ba0.04910224 Ca0.05020154 Ge0.26713082 O0.63356541,1
La0.05201342 Mg0.35192953 Mo0.04152685 O0.5545302,1
Rb0.10533333 Ge0.28066667 O0.614,0
K0.12640801 Ga0.06132666 Ge0.21902378 O0.59324155,1
Ti0.08333333 Ge0.08333333 Pb0.25 O0.58333333,0
Tl0.322 Ge0.17233333 O0.50566667,0
Ba0.20295915 Ta0.00064329 Ga0.23673207 O0.55966549,0
Na0.10968661 V0.21937322 B0.02706553 O0.64387464,1
Tl0.26117706 Ge0.00151553 Bi0.24147512 O0.49583228,0
Ag0.47297901 W0.02679768 I0.36668155 O0.13354176,0
Ca0.06289189 V0.23864716 Sb0.01558047 O0.68288049,1
K0.21536218 Al0.04910063 Bi0.22168206 O0.51385513,0
Zn0.18530225 Ge0.2097985 O0.60489925,1
Na0.09279368 Tl0.14116486 B0.25962488 O0.50641658,1
Ti0.0002173 Ge0.04302477 Bi0.34810952 O0.60864841,0
K0.00076394 Sr0.14591291 Ge0.23567609 O0.61764706,0
La0.03225806 Ta0.19354839 Ga0.09677419 O0.67741935,0
Rb0.216 Ti0.133 Ge0.09233333 O0.55866667,0
Ti0.02126736 Ge0.02126736 Bi0.34895833 O0.60850694,0
Ca0.06761566 Ge0.28825623 O0.64412811,1
K0.05263158 Ta0.10526316 Ge0.18421053 O0.65789474,1
Sr0.08307096 Ta0.03826592 Ga0.27997094 O0.59869218,0
La0.10280374 Mg0.30451713 Mo0.0334891 O0.55919003,1
Ge0.25851852 Pb0.11222222 O0.62925926,1
La0.093702 Mg0.29147465 Mo0.04569892 O0.56912442,1
Ga0.13793103 Ge0.10344828 Pb0.17241379 O0.5862069,0
Na0.09471649 Pr0.03350515 Si0.25805412 O0.61372423,1
La0.10185185 Mg0.2970679 Mo0.03780864 O0.5632716,1
V0.02334445 Bi0.02429728 Mo0.2143878 O0.73797046,1
La0.09376211 Mg0.29833398 Mo0.04223169 O0.56567222,1
Ba0.13418955 Na0.00265722 V0.16917626 O0.42294066 F0.27103632,0
Ba0.27134036 Ti0.00108972 Ga0.18162005 O0.54594987,0
Cs0.18618481 Ta0.04254346 Ga0.22872827 O0.54254346,1
Ba0.03215735 Ga0.09553544 Ge0.23228224 O0.64002498,0
Na0.36239782 B0.18256131 O0.45504087,1
Na0.00136457 Zn0.04525813 Sb0.36297476 O0.59040255,1
La0.16290131 Be0.05380499 Ge0.16171225 O0.62158145,0
La0.08581368 Mg0.29454967 Mo0.04909161 O0.57054503,1
Sr0.20117379 Ti0.01336811 Ga0.22301924 O0.56243887,1
K0.08825215 Ga0.14040115 Ge0.1722063 O0.5991404,1
Sr0.23744448 Ta0.00409976 Ga0.20430475 O0.55415101,0
Na0.05663567 Al0.09551986 Sb0.27049873 O0.57734573,0
Na0.35500254 V0.0853225 B0.06754698 O0.49212798,0
Na0.08405526 B0.34090377 O0.53172559 F0.04331538,1
Na0.03972366 Al0.03972366 B0.31260794 O0.48877375 F0.11917098,1
Na0.20316027 B0.19663908 W0.05091548 O0.54928518,0
Na0.28534704 Ga0.12750643 B0.10128535 O0.48586118,0
Na0.10668437 Al0.08676405 Bi0.24922532 O0.55732625,0
Na0.05882353 Sr0.11735294 Mn0.11794118 P0.05882353 O0.17647059 F0.47058824,0
Na0.09543762 Zn0.02281192 Sb0.3244879 O0.55726257,1
Na0.22050772 Ti0.01194624 B0.25335988 O0.51418616,0
Na0.29811128 V0.02194997 B0.19040327 O0.48953548,0
Na0.17583732 V0.17902711 B0.04385965 O0.60127592,1
Ga0.03348214 Bi0.26116071 Pb0.13169643 O0.57366071,0
Ba0.07777436 Ga0.15554872 Ge0.15185982 O0.61481709,0
Na0.125 V0.16641104 B0.09202454 O0.61656442,1
Na0.22070312 Ga0.265625 B0.00195312 O0.51171875,0
Ga0.03359523 Ge0.17800054 Sb0.15280412 O0.63560011,0
Na0.03605948 Li0.18624535 Mn0.14907063 P0.03605948 O0.10817844 F0.48438662,0
Na0.367507 B0.12661064 Mo0.03305322 O0.47282913,0
Na0.35208221 Ga0.05191996 B0.13683072 O0.45916712,0
Na0.04821803 Al0.15303983 Sb0.21802935 O0.58071279,0
Na0.14416476 Ga0.13180778 B0.18169336 O0.5423341,1
Na0.25 Fe0.075 B0.175 O0.5,0
Na0.02965517 Sr0.03448276 Si0.29551724 O0.64034483,0
La0.04919953 Mg0.29324483 Mo0.07262788 O0.58492776,0
Na0.23507853 Ti0.03691099 B0.21465969 O0.51335079,0
Rb0.002 Na0.396 Ge0.13433333 O0.46766667,1
Na0.25125125 Ga0.04954955 B0.1996997 O0.4994995,0
Na0.041169 Ca0.07649301 B0.31410419 O0.5682338,1
Na0.00898204 Mg0.02010265 B0.37852866 O0.59238666,0
Na0.21404244 B0.26198585 O0.47602829 F0.04794341,1
Na0.13460016 Si0.09184481 Bi0.20902613 O0.5645289,1
Na0.37997433 Ga0.03722721 Ge0.11232349 O0.47047497,1
Na0.04142012 Be0.00507185 B0.37109045 O0.58241758,1
Na0.3474359 Ga0.03846154 Ge0.1275641 O0.48653846,1
Na0.03351955 Al0.05586592 Sb0.32402235 O0.58659218,0
Na0.1368804 Al0.04320146 B0.2746703 O0.54524784,1
Na0.01624365 Al0.07269036 Sb0.31756345 O0.59350254,0
Na0.15633673 B0.30619796 O0.53746531,1
Na0.37440758 B0.16469194 O0.40758294 F0.05331754,0
Na0.09568602 Li0.16347713 Mn0.06487188 P0.09568602 O0.28705806 F0.29322089,1
Na0.1684002 Ti0.03491828 B0.25705795 O0.53962358,1
Na0.1054708 Mn0.15754866 P0.1054708 O0.31641241 F0.31509732,1
Na0.02761457 Si0.2206228 B0.1186839 O0.63307873,0
Na0.12017037 Li0.15302708 Mn0.03103134 P0.12017037 O0.3605111 F0.21508975,1
Na0.28806101 B0.17952479 Pb0.05954825 O0.47286594,0
Na0.24937531 Al0.04947526 B0.20089955 O0.50024988,0
Na0.08742932 Al0.10395824 Sb0.24358417 O0.56502827,0
Na0.06007282 Li0.03033981 Mn0.21298544 P0.06007282 O0.18021845 F0.45631068,0
Na0.2195122 Ga0.19414634 B0.07414634 O0.51219512,0
Na0.08790252 Ga0.08833768 B0.2589208 O0.56483899,1
Ba0.06559084 Na0.104633 B0.28474753 O0.54502863,0
